"lfdn";"external_lfdn";"tester";"dispcode";"lastpage";"quality";"duration";"c_0001";"p_0001";"v_113";"v_114";"meduse_1";"meduse_2";"meduse_3";"medtime_1";"medtime_2";"medtime_3";"medcondsoz_1";"medcondsoz_2";"medcondsoz_3";"medcondsoz_4";"medcondsoz_5";"medcondsoz_6";"medcondsoz_7";"medcondsoz_8";"medcondsoz_9";"medcondsoz_10";"v_48";"medcondsoz_11";"med_act";"finan1";"finan2";"finan3";"trust1";"trust2";"trust3";"trust4";"trust5";"tsec1";"tsec2";"tsec3";"tfree1";"tfree2";"tfree3";"ssec1";"ssec2";"ssec3";"sfree1";"sfree2";"sfree3";"att";"man_finance";"man_finance_ctrl";"man_eff";"man_eff_ctrl";"man_acc1";"man_acc2";"narrative_1";"narrative_2";"narrative_3";"narrative_4";"narrative_5";"narrative_6";"narrative_7";"narrative_8";"man_check1";"man_check2";"v_126";"v_127";"heiz1";"heiz2";"heiz3";"heiz4";"heiz5";"heiz6";"heiz7";"heiz8";"heiz9";"heiz10";"v_109";"pol";"v_7";"SES";"gender";"age";"browser";"referer";"device_type";"participant_browser";"participant_browser_version";"participant_os";"participant_device";"participant_brand";"participant_model";"participant_isbot";"participant_continent";"participant_country";"participant_region";"participant_city";"participant_latitude";"participant_longitude";"quota";"quota_assignment";"quota_rejected_id";"page_history";"hflip";"vflip";"output_mode";"javascript";"flash";"session_id";"language";"cleaned";"ats";"datetime";"date_of_last_access";"date_of_first_mail";"rts7101447";"rts7101522";"rts7111982";"rts7112144";"rts7112405";"rts7112407";"rts7112415";"rts7113504";"rts7113506";"rts7113507";"rts7113508";"rts7113510";"rts7113511";"rts7113513";"rts7113514";"rts7113515";"rts7113516";"rts7113517";"rts7113518";"rts7118825";"rnd_pg_7119467_1";"rnd_pg_7119467_2";"rnd_pg_7119467_3";"rnd_pg_7119467_4";"rnd_pg_7119467_5";"rnd_pg_7119467_6";"rnd_pg_7119467_7";"rnd_pg_7119467_8"
"254";"0";"0";"31";"7101365";"-99";"770";"1";"289768832996493";"0";"1";"2";"6";"2";"2";"2";"2";"-99";"-99";"-99";"-99";"-99";"-99";"-99";"-99";"-99";"-99";"-99";"-99";"3";"1";"7";"5";"4";"1";"3";"1";"1";"2";"5";"3";"4";"4";"4";"5";"5";"5";"7";"7";"7";"2";"2";"-99";"1";"-99";"1";"1";"5";"5";"5";"5";"5";"5";"5";"5";"2";"2";"-99";"-99";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"-99";"7";"-99";"7";"1";"70";"Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:131.0) Gecko/20100101 Firefox/131.0";"-99";"0";"0";"-99";"0";"0";"0";"0";"0";"0";"0";"-99";"-99";"-99";"-99";"0";"-99";"0";"7101447,7115252,7112144,7111982,7112405,7112407,7113504,7112415,7113506,7119467,7113510,7113508,7113511,7113507,7113513,7113515,7113516,7113514,7113517,7113518,7101522,7101365";"0";"1";"0";"-99";"-99";"aec75325ba6225985ab08e3df485de8d";"1";"0";"1728928847";"2024-10-14 18:00:47";"2024-10-14 18:13:37";"0000-00-00 00:00:00";"5";"770";"163";"77";"202";"246";"318";"288";"322";"498";"391";"361";"438";"530";"647";"563";"595";"686";"691";"0";"7113510";"7113508";"7113511";"7113507";"7113513";"7113515";"7113516";"7113514"
"255";"0";"0";"31";"7101365";"-99";"388";"1";"289768833742994";"0";"1";"5";"2";"7";"3";"1";"1";"-99";"-99";"-99";"-99";"-99";"-99";"-99";"-99";"-99";"-99";"-99";"-99";"4";"5";"3";"3";"7";"4";"4";"3";"2";"3";"6";"2";"5";"2";"2";"6";"7";"5";"7";"7";"7";"1";"4";"-99";"3";"-99";"2";"2";"3";"4";"5";"5";"4";"2";"5";"4";"2";"2";"-99";"-99";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"-99";"1";"-99";"6";"2";"56";"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/129.0.0.0 Safari/537.36";"https://meinungsplatz.de/";"0";"0";"-99";"0";"0";"0";"0";"0";"0";"0";"-99";"-99";"-99";"-99";"0";"-99";"0";"7101447,7115252,7112144,7112144,7112144,7111982,7112405,7112407,7113504,7112415,7113506,7119467,7113508,7113507,7113510,7113514,7113511,7113513,7113515,7113516,7113517,7113518,7101522,7101365";"0";"1";"0";"-99";"-99";"10d3a77612c672e5c2d86441b851e32c";"1";"0";"1728928856";"2024-10-14 18:00:56";"2024-10-14 18:07:24";"0000-00-00 00:00:00";"4";"388";"78";"52";"100";"149";"198";"173";"240";"277";"258";"290";"316";"332";"299";"345";"355";"365";"372";"0";"7113508";"7113507";"7113510";"7113514";"7113511";"7113513";"7113515";"7113516"
"256";"0";"0";"31";"7101365";"-99";"409";"1";"289768834195512";"0";"1";"1";"4";"9";"3";"1";"1";"-99";"-99";"-99";"-99";"-99";"-99";"-99";"-99";"-99";"-99";"-99";"-99";"4";"6";"6";"6";"6";"6";"3";"4";"5";"4";"5";"4";"4";"3";"3";"4";"4";"3";"5";"4";"5";"1";"2";"-99";"6";"-99";"4";"4";"2";"4";"1";"5";"1";"4";"4";"4";"4";"4";"-99";"-99";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"-99";"1";"-99";"8";"1";"78";"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/129.0.0.0 Safari/537.36 Edg/129.0.0.0";"https://email.t-online.de/";"0";"0";"-99";"0";"0";"0";"0";"0";"0";"0";"-99";"-99";"-99";"-99";"0";"-99";"0";"7101447,7115252,7112144,7111982,7112405,7112407,7113504,7112415,7113506,7119467,7113516,7113513,7113508,7113514,7113510,7113511,7113507,7113515,7113517,7113518,7101522,7101365";"1";"1";"0";"-99";"-99";"512c6701722f0819bf4063c4bf55b4c3";"1";"0";"1728928881";"2024-10-14 18:01:21";"2024-10-14 18:08:10";"0000-00-00 00:00:00";"4";"409";"110";"72";"144";"154";"246";"206";"258";"340";"291";"318";"331";"285";"303";"357";"277";"376";"389";"0";"7113516";"7113513";"7113508";"7113514";"7113510";"7113511";"7113507";"7113515"
"258";"0";"0";"31";"7101365";"-99";"2722";"3";"289768833284343";"0";"1";"2";"8";"9";"1";"1";"1";"-99";"-99";"-99";"-99";"-99";"-99";"-99";"-99";"-99";"-99";"-99";"-99";"2";"6";"5";"5";"6";"7";"2";"5";"5";"6";"6";"5";"5";"5";"5";"1";"1";"1";"1";"1";"1";"-99";"-99";"1";"-99";"5";"3";"3";"3";"4";"1";"5";"1";"5";"5";"4";"-99";"-99";"3";"4";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"-99";"1";"-99";"5";"1";"61";"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/129.0.0.0 Safari/537.36 Edg/129.0.0.0";"https://deref-gmx.net/";"0";"0";"-99";"0";"0";"0";"0";"0";"0";"0";"-99";"-99";"-99";"-99";"0";"-99";"0";"7101447,7115252,7112144,7111982,7112405,7112407,7113504,7112415,7113506,7119467,7113508,7113507,7113514,7113515,7113511,7113516,7113510,7113513,7113517,7113518,7101522,7101365";"0";"1";"0";"-99";"-99";"7e0b8e48b80774a8e4408b1e570715f1";"1";"0";"1728928904";"2024-10-14 18:01:44";"2024-10-14 18:47:06";"0000-00-00 00:00:00";"4";"2722";"212";"105";"251";"1493";"1768";"1537";"1775";"1944";"1883";"2570";"2388";"2606";"2077";"2331";"2454";"2688";"2695";"0";"7113508";"7113507";"7113514";"7113515";"7113511";"7113516";"7113510";"7113513"
"259";"0";"0";"31";"7101365";"-99";"728";"2";"289768833842360";"0";"1";"2";"1";"4";"4";"2";"2";"-99";"-99";"-99";"-99";"-99";"-99";"-99";"-99";"-99";"-99";"-99";"-99";"2";"6";"5";"5";"6";"2";"3";"5";"2";"4";"5";"4";"5";"5";"6";"2";"2";"2";"2";"2";"2";"2";"2";"-99";"4";"-99";"5";"3";"5";"5";"5";"5";"5";"5";"5";"5";"4";"4";"-99";"-99";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"-99";"8";"Piraten";"7";"2";"62";"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/129.0.0.0 Safari/537.36";"-99";"0";"0";"-99";"0";"0";"0";"0";"0";"0";"0";"-99";"-99";"-99";"-99";"0";"-99";"0";"7101447,7115252,7112144,7111982,7112405,7112407,7113504,7112415,7113506,7119467,7113515,7113507,7113516,7113510,7113508,7113511,7113513,7113514,7113517,7113518,7101522,7101365";"0";"1";"0";"-99";"-99";"bfab593ff3495d6b2da25bc922c74270";"1";"0";"1728929016";"2024-10-14 18:03:36";"2024-10-14 18:15:44";"0000-00-00 00:00:00";"5";"728";"124";"67";"183";"194";"313";"240";"325";"459";"562";"533";"583";"592";"602";"432";"497";"628";"641";"0";"7113515";"7113507";"7113516";"7113510";"7113508";"7113511";"7113513";"7113514"
"260";"0";"0";"31";"7101365";"-99";"488";"3";"289768834666728";"0";"1";"1";"1";"2";"3";"2";"2";"-99";"-99";"-99";"-99";"-99";"-99";"-99";"-99";"-99";"-99";"-99";"-99";"1";"4";"4";"4";"4";"3";"1";"2";"3";"4";"5";"4";"5";"4";"5";"4";"4";"4";"4";"5";"5";"-99";"-99";"1";"-99";"1";"2";"2";"3";"4";"4";"3";"3";"2";"3";"3";"-99";"-99";"4";"3";"0";"0";"0";"0";"0";"1";"0";"0";"0";"1";"und Kamin";"1";"-99";"6";"2";"76";"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/129.0.0.0 Safari/537.36 Edg/129.0.0.0";"-99";"0";"0";"-99";"0";"0";"0";"0";"0";"0";"0";"-99";"-99";"-99";"-99";"0";"-99";"0";"7101447,7115252,7112144,7111982,7111982,7111982,7112405,7112407,7113504,7112415,7113506,7119467,7113514,7113508,7113507,7113511,7113516,7113515,7113513,7113510,7113517,7113518,7101522,7101365";"1";"0";"0";"-99";"-99";"414fb3a7f390f79ac134d00d70a8860c";"1";"0";"1728929310";"2024-10-14 18:08:30";"2024-10-14 18:16:38";"0000-00-00 00:00:00";"6";"488";"145";"74";"201";"204";"306";"253";"309";"343";"335";"384";"352";"377";"326";"371";"360";"397";"428";"0";"7113514";"7113508";"7113507";"7113511";"7113516";"7113515";"7113513";"7113510"
"261";"0";"0";"31";"7101365";"-99";"939";"3";"289768835234994";"0";"1";"8";"1";"8";"5";"1";"2";"-99";"-99";"-99";"-99";"-99";"-99";"-99";"-99";"-99";"-99";"-99";"-99";"3";"4";"4";"5";"3";"3";"3";"4";"4";"4";"5";"5";"4";"4";"5";"4";"4";"4";"3";"3";"3";"-99";"-99";"2";"-99";"4";"3";"3";"3";"2";"3";"4";"3";"3";"3";"5";"-99";"-99";"4";"4";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"-99";"2";"-99";"7";"2";"76";"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.7 Safari/605.1.15";"-99";"0";"0";"-99";"0";"0";"0";"0";"0";"0";"0";"-99";"-99";"-99";"-99";"0";"-99";"0";"7101447,7115252,7112144,7111982,7112405,7112407,7113504,7112415,7112415,7112415,7113506,7119467,7113514,7113510,7113516,7113513,7113511,7113515,7113508,7113507,7113517,7113518,7101522,7101365";"1";"0";"0";"-99";"-99";"c70375a9bcd24e6a1ef860b7be3bc9f3";"1";"0";"1728929344";"2024-10-14 18:09:04";"2024-10-14 18:24:43";"0000-00-00 00:00:00";"8";"939";"226";"128";"292";"325";"581";"404";"604";"838";"816";"692";"777";"762";"668";"804";"736";"870";"882";"0";"7113514";"7113510";"7113516";"7113513";"7113511";"7113515";"7113508";"7113507"
"262";"0";"0";"31";"7101365";"-99";"273";"3";"289762377581679";"0";"1";"9";"7";"9";"2";"1";"1";"-99";"-99";"-99";"-99";"-99";"-99";"-99";"-99";"-99";"-99";"-99";"-99";"2";"4";"4";"4";"4";"4";"4";"4";"4";"3";"3";"3";"3";"3";"3";"4";"4";"4";"4";"4";"4";"-99";"-99";"1";"-99";"4";"3";"3";"3";"3";"3";"3";"3";"3";"3";"3";"-99";"-99";"3";"3";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"-99";"10";"-99";"3";"1";"61";"Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:131.0) Gecko/20100101 Firefox/131.0";"-99";"0";"0";"-99";"0";"0";"0";"0";"0";"0";"0";"-99";"-99";"-99";"-99";"0";"-99";"0";"7101447,7115252,7112144,7111982,7112405,7112407,7113504,7112415,7113506,7119467,7113515,7113511,7113516,7113507,7113513,7113508,7113510,7113514,7113517,7113518,7101522,7101365";"1";"1";"0";"-99";"-99";"a94486b4adf7bc178cedb115623c7f57";"1";"0";"1728929434";"2024-10-14 18:10:34";"2024-10-14 18:15:07";"0000-00-00 00:00:00";"6";"273";"87";"55";"121";"124";"172";"142";"175";"204";"218";"224";"194";"210";"232";"188";"199";"242";"248";"0";"7113515";"7113511";"7113516";"7113507";"7113513";"7113508";"7113510";"7113514"
"263";"0";"0";"31";"7101365";"-99";"750";"3";"289768833675385";"0";"1";"2";"9";"6";"2";"1";"1";"-99";"-99";"-99";"-99";"-99";"-99";"-99";"-99";"-99";"-99";"-99";"-99";"1";"6";"6";"6";"7";"7";"1";"6";"2";"2";"6";"4";"4";"4";"4";"1";"1";"1";"1";"1";"1";"-99";"-99";"1";"-99";"3";"4";"5";"5";"5";"2";"5";"1";"4";"5";"5";"-99";"-99";"4";"2";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"-99";"1";"-99";"7";"2";"66";"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/129.0.0.0 Safari/537.36 Edg/129.0.0.0";"-99";"0";"0";"-99";"0";"0";"0";"0";"0";"0";"0";"-99";"-99";"-99";"-99";"0";"-99";"0";"7101447,7115252,7112144,7111982,7112405,7112407,7113504,7112415,7113506,7119467,7113513,7113510,7113515,7113516,7113511,7113514,7113508,7113507,7113517,7113518,7101522,7101365";"1";"0";"0";"-99";"-99";"96b0c488ccb77cc469fe24099f84db4d";"1";"0";"1728929628";"2024-10-14 18:13:48";"2024-10-14 18:26:18";"0000-00-00 00:00:00";"6";"750";"123";"77";"155";"241";"310";"270";"320";"670";"646";"401";"524";"366";"566";"438";"471";"701";"713";"0";"7113513";"7113510";"7113515";"7113516";"7113511";"7113514";"7113508";"7113507"
"264";"0";"0";"31";"7101365";"-99";"1065";"2";"289768833648750";"0";"1";"2";"9";"9";"1";"1";"1";"-99";"-99";"-99";"-99";"-99";"-99";"-99";"-99";"-99";"-99";"-99";"-99";"1";"6";"6";"7";"7";"7";"1";"6";"7";"4";"4";"3";"5";"4";"4";"1";"1";"1";"1";"1";"1";"1";"1";"-99";"6";"-99";"4";"5";"2";"3";"1";"5";"1";"5";"4";"4";"4";"4";"-99";"-99";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"-99";"3";"-99";"8";"2";"60";"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.4.1 Safari/605.1.15";"-99";"0";"0";"-99";"0";"0";"0";"0";"0";"0";"0";"-99";"-99";"-99";"-99";"0";"-99";"0";"7101447,7115252,7112144,7111982,7112405,7112407,7113504,7112415,7113506,7119467,7113513,7113514,7113510,7113511,7113515,7113516,7113508,7113507,7113517,7113518,7101522,7101365";"0";"1";"0";"-99";"-99";"92cd94f4351bd33edd7ff1a93e62301e";"1";"0";"1728929634";"2024-10-14 18:13:54";"2024-10-14 18:31:39";"0000-00-00 00:00:00";"5";"1065";"177";"103";"238";"478";"560";"496";"575";"928";"904";"723";"758";"645";"686";"832";"867";"965";"975";"0";"7113513";"7113514";"7113510";"7113511";"7113515";"7113516";"7113508";"7113507"
"265";"0";"0";"31";"7101365";"-99";"508";"1";"289762377575532";"0";"1";"2";"9";"9";"1";"1";"1";"-99";"-99";"-99";"-99";"-99";"-99";"-99";"-99";"-99";"-99";"-99";"-99";"1";"6";"6";"6";"6";"5";"3";"4";"4";"2";"2";"5";"2";"2";"2";"2";"2";"2";"2";"2";"2";"1";"1";"-99";"5";"-99";"4";"4";"2";"4";"2";"4";"1";"4";"1";"3";"3";"3";"-99";"-99";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"Fernwärme";"4";"-99";"8";"2";"74";"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.0.1 Safari/605.1.15";"-99";"0";"0";"-99";"0";"0";"0";"0";"0";"0";"0";"-99";"-99";"-99";"-99";"0";"-99";"0";"7101447,7115252,7101447,7101447,7112144,7111982,7112405,7112407,7113504,7112415,7113506,7119467,7113515,7113514,7113508,7113516,7113507,7113511,7113513,7113510,7113517,7113518,7101522,7101365";"0";"0";"0";"-99";"-99";"733a501849a39a3e7e351c45b3775de9";"1";"0";"1728929635";"2024-10-14 18:13:55";"2024-10-14 18:22:23";"0000-00-00 00:00:00";"5";"508";"102";"68";"125";"179";"255";"226";"260";"386";"326";"453";"397";"418";"318";"305";"352";"464";"486";"0";"7113515";"7113514";"7113508";"7113516";"7113507";"7113511";"7113513";"7113510"
"266";"0";"0";"31";"7101365";"-99";"486";"2";"289768833512513";"0";"1";"2";"4";"2";"3";"4";"1";"-99";"-99";"-99";"-99";"-99";"-99";"-99";"-99";"-99";"-99";"-99";"-99";"4";"6";"6";"6";"6";"1";"6";"4";"1";"2";"6";"1";"5";"4";"7";"3";"6";"7";"7";"7";"7";"1";"3";"-99";"1";"-99";"1";"1";"1";"2";"1";"1";"1";"1";"1";"1";"1";"1";"-99";"-99";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"Fernheizung";"7";"-99";"7";"2";"64";"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/129.0.0.0 Safari/537.36";"https://deref-gmx.net/";"0";"0";"-99";"0";"0";"0";"0";"0";"0";"0";"-99";"-99";"-99";"-99";"0";"-99";"0";"7101447,7115252,7112144,7111982,7112405,7112407,7113504,7112415,7113506,7119467,7113507,7113510,7113508,7113513,7113515,7113516,7113511,7113514,7113517,7113518,7101522,7101365";"1";"0";"0";"-99";"-99";"faf008c84841baa7a267cc9da0287f4f";"1";"0";"1728929728";"2024-10-14 18:15:28";"2024-10-14 18:23:34";"0000-00-00 00:00:00";"18";"486";"172";"127";"214";"249";"330";"294";"333";"357";"379";"371";"410";"386";"416";"393";"404";"430";"456";"0";"7113507";"7113510";"7113508";"7113513";"7113515";"7113516";"7113511";"7113514"
"267";"0";"0";"31";"7101365";"-99";"1969";"1";"289768834377861";"0";"1";"1";"9";"9";"1";"1";"1";"-99";"-99";"-99";"-99";"-99";"-99";"-99";"-99";"-99";"-99";"-99";"-99";"2";"5";"5";"6";"6";"6";"3";"5";"6";"4";"5";"4";"5";"5";"5";"7";"7";"6";"6";"7";"7";"1";"5";"-99";"4";"-99";"2";"2";"3";"4";"2";"3";"2";"4";"3";"3";"4";"3";"-99";"-99";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"-99";"1";"-99";"3";"2";"73";"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/129.0.0.0 Safari/537.36";"https://email.t-online.de/";"0";"0";"-99";"0";"0";"0";"0";"0";"0";"0";"-99";"-99";"-99";"-99";"0";"-99";"0";"7101447,7115252,7112144,7111982,7112405,7112407,7113504,7112415,7113506,7119467,7113508,7113511,7113513,7113516,7113514,7113515,7113510,7113507,7113517,7113518,7101522,7101365";"0";"1";"0";"-99";"-99";"130678507c634f704ed63aa8c64a396b";"1";"0";"1728929876";"2024-10-14 18:17:56";"2024-10-14 18:50:45";"0000-00-00 00:00:00";"15";"1969";"443";"342";"531";"636";"861";"738";"1085";"1849";"1146";"1807";"1253";"1490";"1732";"1776";"1556";"1880";"1900";"0";"7113508";"7113511";"7113513";"7113516";"7113514";"7113515";"7113510";"7113507"
"268";"0";"0";"31";"7101365";"-99";"758";"3";"289768833447982";"0";"1";"2";"9";"9";"1";"1";"1";"-99";"-99";"-99";"-99";"-99";"-99";"-99";"-99";"-99";"-99";"-99";"-99";"1";"5";"5";"5";"5";"2";"2";"1";"1";"4";"4";"4";"5";"4";"4";"4";"4";"4";"4";"5";"5";"-99";"-99";"1";"-99";"1";"1";"1";"1";"1";"1";"2";"2";"2";"2";"2";"-99";"-99";"1";"1";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"-99";"9";"-99";"6";"2";"53";"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/89.0.4389.114 Safari/537.36 Edg/89.0.774.68";"https://deref-web.de/";"0";"0";"-99";"0";"0";"0";"0";"0";"0";"0";"-99";"-99";"-99";"-99";"0";"-99";"0";"7101447,7115252,7112144,7111982,7112405,7112407,7113504,7112415,7113506,7119467,7113510,7113507,7113515,7113514,7113511,7113508,7113516,7113513,7113517,7113518,7101522,7101365";"1";"0";"0";"-99";"-99";"d7e865b38442ccfe65076f997dd89c53";"1";"0";"1728930125";"2024-10-14 18:22:05";"2024-10-14 18:34:43";"0000-00-00 00:00:00";"10";"758";"180";"89";"241";"266";"399";"309";"404";"476";"589";"455";"571";"636";"531";"495";"607";"658";"682";"0";"7113510";"7113507";"7113515";"7113514";"7113511";"7113508";"7113516";"7113513"
"271";"0";"0";"31";"7101365";"-99";"462";"1";"289768835259578";"0";"1";"4";"8";"8";"2";"1";"2";"-99";"-99";"-99";"-99";"-99";"-99";"-99";"-99";"-99";"-99";"-99";"-99";"1";"5";"5";"6";"6";"3";"1";"3";"4";"2";"5";"4";"6";"2";"3";"3";"5";"4";"2";"2";"5";"1";"2";"-99";"3";"-99";"3";"3";"1";"4";"1";"4";"1";"5";"1";"4";"3";"3";"-99";"-99";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"-99";"3";"-99";"7";"2";"65";"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/129.0.0.0 Safari/537.36";"-99";"0";"0";"-99";"0";"0";"0";"0";"0";"0";"0";"-99";"-99";"-99";"-99";"0";"-99";"0";"7101447,7115252,7112144,7111982,7112405,7112407,7113504,7112415,7113506,7119467,7113508,7113511,7113510,7113507,7113515,7113514,7113516,7113513,7113517,7113518,7101522,7101365";"0";"0";"0";"-99";"-99";"6bce0d3921044f2c7620fd75ce1becd4";"1";"0";"1728930454";"2024-10-14 18:27:34";"2024-10-14 18:35:16";"0000-00-00 00:00:00";"4";"462";"83";"53";"125";"171";"262";"206";"274";"361";"292";"346";"329";"421";"384";"369";"402";"434";"438";"0";"7113508";"7113511";"7113510";"7113507";"7113515";"7113514";"7113516";"7113513"
"272";"0";"0";"31";"7101365";"-99";"1111";"3";"289768834563269";"0";"1";"2";"1";"6";"3";"2";"2";"-99";"-99";"-99";"-99";"-99";"-99";"-99";"-99";"-99";"-99";"-99";"-99";"4";"5";"5";"5";"5";"4";"0";"4";"5";"3";"5";"4";"4";"4";"4";"4";"4";"4";"4";"3";"3";"-99";"-99";"1";"-99";"5";"3";"3";"5";"5";"4";"4";"3";"5";"3";"4";"-99";"-99";"3";"3";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"-99";"1";"-99";"6";"1";"69";"Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:131.0) Gecko/20100101 Firefox/131.0";"-99";"0";"0";"-99";"0";"0";"0";"0";"0";"0";"0";"-99";"-99";"-99";"-99";"0";"-99";"0";"7101447,7115252,7112144,7111982,7112405,7112407,7113504,7112415,7113506,7119467,7113513,7113511,7113514,7113508,7113510,7113516,7113507,7113515,7113517,7113518,7101522,7101522,7101522,7101365";"1";"0";"0";"-99";"-99";"6754d0fc6d3e9e58bd8b62f2639a53af";"1";"0";"1728930829";"2024-10-14 18:33:49";"2024-10-14 18:52:20";"0000-00-00 00:00:00";"6";"1111";"179";"89";"323";"414";"576";"474";"602";"1007";"852";"903";"691";"648";"807";"1026";"965";"1045";"1065";"0";"7113513";"7113511";"7113514";"7113508";"7113510";"7113516";"7113507";"7113515"
"273";"0";"0";"31";"7101365";"-99";"1798";"3";"289768834794518";"0";"1";"1";"8";"9";"2";"1";"1";"-99";"-99";"-99";"-99";"-99";"-99";"-99";"-99";"-99";"-99";"-99";"-99";"1";"6";"5";"5";"7";"6";"3";"6";"5";"4";"5";"6";"4";"4";"4";"1";"1";"1";"1";"1";"1";"-99";"-99";"1";"-99";"6";"5";"4";"3";"4";"2";"4";"2";"5";"3";"5";"-99";"-99";"1";"1";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"-99";"1";"-99";"4";"1";"74";"Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:131.0) Gecko/20100101 Firefox/131.0";"-99";"0";"0";"-99";"0";"0";"0";"0";"0";"0";"0";"-99";"-99";"-99";"-99";"0";"-99";"0";"7101447,7115252,7112144,7111982,7112405,7112407,7113504,7113504,7112415,7112415,7112415,7113506,7119467,7113511,7113510,7113507,7113508,7113513,7113514,7113515,7113516,7113517,7113518,7101522,7101365";"1";"0";"0";"-99";"-99";"f47d7f51e03ac3446bf19f8b0df82d63";"1";"0";"1728930860";"2024-10-14 18:34:20";"2024-10-14 19:04:18";"0000-00-00 00:00:00";"14";"1798";"247";"127";"380";"846";"1146";"885";"1173";"1358";"1431";"1303";"1245";"1485";"1542";"1614";"1672";"1729";"1740";"0";"7113511";"7113510";"7113507";"7113508";"7113513";"7113514";"7113515";"7113516"
"274";"0";"0";"31";"7101365";"-99";"376";"1";"289768834603220";"0";"1";"1";"9";"9";"1";"1";"1";"-99";"-99";"-99";"-99";"-99";"-99";"-99";"-99";"-99";"-99";"-99";"-99";"1";"5";"5";"5";"5";"5";"1";"5";"4";"4";"4";"4";"4";"4";"4";"4";"4";"4";"4";"4";"4";"1";"1";"-99";"4";"-99";"3";"3";"3";"3";"3";"3";"3";"3";"3";"3";"3";"3";"-99";"-99";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"-99";"3";"-99";"6";"2";"71";"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/129.0.0.0 Safari/537.36";"-99";"0";"0";"-99";"0";"0";"0";"0";"0";"0";"0";"-99";"-99";"-99";"-99";"0";"-99";"0";"7101447,7115252,7112144,7111982,7112405,7112407,7113504,7112415,7113506,7119467,7113510,7113511,7113515,7113514,7113516,7113513,7113507,7113508,7113517,7113518,7101522,7101365";"0";"0";"0";"-99";"-99";"2a8d32b50ce70b7fe36901cf7e7b71e4";"1";"0";"1728931028";"2024-10-14 18:37:08";"2024-10-14 18:43:24";"0000-00-00 00:00:00";"6";"376";"110";"60";"142";"147";"215";"178";"219";"298";"306";"241";"258";"291";"277";"268";"284";"321";"333";"0";"7113510";"7113511";"7113515";"7113514";"7113516";"7113513";"7113507";"7113508"
